Timestamp,Transaction_Type,Wallet_Balance,Network_Congestion,Transaction_Fee,Transaction_Amount,Gas_Fee,Hash_Rate,Block_Time
1/1/2022 0:00,Sell,669.0852196,58.53072036,13.39530777,676.4052346,7.320015026,115.9327362,6.934157893
1/1/2022 0:01,Buy,1202.808309,46.70692982,12.49622641,540.0157208,6.292631096,105.687224,6.576059672
1/1/2022 0:02,Buy,1795.125685,42.18857046,9.685309239,597.8737984,5.55642316,98.85512954,10.09227012
1/1/2022 0:03,Buy,2511.869397,55.48699472,12.54971843,724.0893199,7.345607229,102.5163025,8.08325104
1/1/2022 0:04,Buy,3191.529585,47.84356884,12.34251047,686.755799,7.095611315,87.89144362,9.838376774
1/1/2022 0:05,Buy,3589.577595,54.97417171,9.046717824,402.272212,4.224202067,96.06266288,8.592281928
1/1/2022 0:06,Sell,4178.095575,68.14917815,10.34051611,595.0088418,6.490862003,100.8525257,8.458431399
1/1/2022 0:07,Sell,4659.929289,49.16874664,6.792363081,484.8642792,3.030565161,100.9942199,9.038309318
1/1/2022 0:08,Sell,5144.759946,47.9235804,12.26116921,489.6781148,4.847457078,84.69383756,11.40717111
1/1/2022 0:09,Buy,5680.170164,54.82421338,11.82472386,541.0598502,5.649632103,103.2762318,11.8582903
1/1/2022 0:10,Buy,6190.430808,52.03582705,10.74049681,514.4043571,4.143713222,102.7919649,10.74234511
1/1/2022 0:11,Buy,6827.7299,52.57545992,11.47155082,645.4273507,8.128259214,96.22948794,8.020354901
1/1/2022 0:12,Buy,7397.911075,37.91937528,8.591116147,576.1037725,5.922596992,100.04175,11.28726255
1/1/2022 0:13,Buy,7903.393497,40.17798496,13.02449843,512.1675016,6.685079762,85.16508447,11.37779333
1/1/2022 0:14,Sell,8443.12648,41.9873447,8.630082293,544.3863233,4.653340211,85.20204385,10.54929441
1/1/2022 0:15,Buy,8972.067539,61.4257793,10.40923337,533.3674327,4.426374206,101.3468726,8.792759128
1/1/2022 0:16,Buy,9614.757115,57.92276311,12.35687898,649.4079073,6.718331294,93.32276809,11.41771915
1/1/2022 0:17,Buy,10091.12514,62.31161547,8.782568664,479.4841736,3.116153373,99.8844448,10.84563715
1/1/2022 0:18,Sell,10616.90387,34.31123442,10.42459033,531.3067702,5.528033292,108.3949067,3.766286817
1/1/2022 0:19,Sell,11027.25117,57.04767378,10.27285786,414.5904261,4.243123493,98.2607007,11.28890407
1/1/2022 0:20,Buy,11268.48952,52.85155536,8.730770603,244.7010184,3.462675466,71.89331945,6.172514658
1/1/2022 0:21,Sell,11827.49672,72.0986754,10.81959811,565.3618595,6.354659937,98.49346362,11.32712315
1/1/2022 0:22,Sell,12408.49338,60.5706864,10.01856121,586.4436199,5.446958849,95.18955978,9.691855203
1/1/2022 0:23,Buy,12831.11654,49.67895977,6.950851615,425.783498,3.160338325,97.65305646,12.38722336
1/1/2022 0:24,Sell,13549.10994,48.71627901,13.78472567,726.9754624,8.982059845,108.9973081,9.803677578
1/1/2022 0:25,Sell,13900.91985,53.59063191,8.26412486,354.5634325,2.753519305,84.21469814,8.22677148
1/1/2022 0:26,Sell,14401.49547,36.29704562,10.09927347,504.5758517,4.00023396,102.4395662,9.705292671
1/1/2022 0:27,Buy,14879.04913,35.71897214,8.394231275,481.281615,3.727960091,115.7030391,12.11961259
1/1/2022 0:28,Buy,15524.67696,47.38961127,12.19124728,653.2779214,7.65008453,93.74056885,10.05249324
1/1/2022 0:29,Sell,16165.66238,56.53054616,10.12238356,646.935877,5.950458565,104.7232789,9.77132968
1/1/2022 0:30,Sell,16676.75588,54.18408833,9.137748371,515.4947426,4.40124296,109.6630578,11.48710703
1/1/2022 0:31,Sell,17209.05628,52.93668321,9.796577082,537.816252,5.515852346,102.1023144,10.42071873
1/1/2022 0:32,Sell,17616.37244,48.44316314,8.900655899,411.2214252,3.905269542,93.1490302,9.988145188
1/1/2022 0:33,Buy,17915.95168,59.37783032,7.060734063,301.9203532,2.341108071,92.90478989,12.73212014
1/1/2022 0:34,Sell,18375.75439,48.64003604,12.23742837,465.2087851,5.406079318,107.4380015,13.11022806
1/1/2022 0:35,Buy,18885.16762,41.8292073,10.95187524,515.6348969,6.221664461,105.9214909,11.22665245
1/1/2022 0:36,Buy,19500.98108,37.59923208,13.80918502,623.0290681,7.21560819,92.13531585,9.428081697
1/1/2022 0:37,Buy,20114.24977,45.26758336,11.36544274,620.2379849,6.969299518,88.23526846,12.99382199
1/1/2022 0:38,Sell,20570.50178,38.32902761,9.82907747,461.2673183,5.015298714,87.19193286,12.36623911
1/1/2022 0:39,Sell,21037.3497,41.58698351,7.673166839,469.7697249,2.921809249,116.6165186,11.43779433
1/1/2022 0:40,Buy,21426.87371,35.97257597,10.45229792,395.1447035,5.620697841,99.3205488,7.567846839
1/1/2022 0:41,Buy,21780.98994,60.37107648,7.667089487,357.9982063,3.881971273,123.6022859,10.28134381
1/1/2022 0:42,Buy,22106.46104,41.31138479,8.454049183,329.3729809,3.901886237,105.555456,8.512655651
1/1/2022 0:43,Buy,22793.47284,44.67374301,13.44723433,695.0775395,8.065737718,104.3952232,9.681975497
1/1/2022 0:44,Buy,23236.58392,55.55521832,11.23353661,449.0347818,5.923700321,103.0627249,10.48011386
1/1/2022 0:45,Buy,23687.79617,35.3515488,10.34759742,456.1925698,4.98032371,109.9914985,10.20031882
1/1/2022 0:46,Sell,24058.33388,39.16326825,8.67192061,374.720464,4.182750799,90.33936815,9.049649788
1/1/2022 0:47,Sell,24630.90465,68.80086832,9.052183277,577.7490356,5.178266078,121.6001311,12.5459075
1/1/2022 0:48,Sell,24966.09567,41.37865711,8.871449698,338.6102152,3.419191904,98.99698297,6.607737466
1/1/2022 0:49,Buy,25440.88854,55.1073523,6.613118055,478.725972,3.933098459,92.96599908,11.46036706
1/1/2022 0:50,Sell,25847.9573,69.50220993,9.661005929,410.4533439,3.384592907,103.02561,6.285033457
1/1/2022 0:51,Sell,26382.15422,56.21619418,9.500435204,538.6902498,4.493328096,110.9233888,10.76519627
1/1/2022 0:52,Sell,26826.74053,54.19050218,10.22848358,448.9194862,4.333170971,89.92445124,8.226191347
1/1/2022 0:53,Buy,27203.80885,72.29795859,9.695161718,381.9367816,4.868461004,105.6686937,11.75660752
1/1/2022 0:54,Buy,27692.84784,41.79180015,12.30844549,497.1817772,8.142792545,92.83555842,10.17290505
1/1/2022 0:55,Buy,28230.06319,32.00891397,11.81790345,542.8331871,5.617831508,94.93726467,10.49541276
1/1/2022 0:56,Buy,28732.99681,43.57700807,9.320898378,506.6517222,3.718104135,95.10517581,7.963441349
1/1/2022 0:57,Buy,29256.67655,42.47364152,11.5740136,530.2471898,6.567455228,107.6354147,8.69085973
1/1/2022 0:58,Sell,29689.17944,49.89732321,8.541366981,436.5677906,4.06489403,88.90927268,10.41443479
1/1/2022 0:59,Sell,30148.92868,43.78096919,10.38396077,463.7258834,3.97665024,101.9261611,11.16713985
1/1/2022 1:00,Sell,30577.14524,59.14686364,11.08852844,432.7539552,4.53738903,96.56582136,15.85819248
1/1/2022 1:01,Sell,31037.7901,56.33281582,7.79694381,464.0446838,3.399822239,91.52789822,10.44571665
1/1/2022 1:02,Buy,31452.06616,36.88947417,8.730503388,418.6853718,4.409316882,87.86476397,11.95207505
1/1/2022 1:03,Buy,31776.25256,58.21331394,7.759821158,327.3717398,3.185341874,87.97111675,6.886132135
1/1/2022 1:04,Sell,32288.71937,48.90314697,8.977915615,517.7426142,5.275804049,83.66203982,7.340216277
1/1/2022 1:05,Sell,32743.56164,25.40003237,9.764667355,459.8219064,4.979635318,108.9616719,9.289010451
1/1/2022 1:06,Buy,33077.10451,56.9640566,8.635582659,336.9801653,3.43729391,97.58346837,7.605144609
1/1/2022 1:07,Sell,33617.90361,33.46644885,8.665889008,546.2782256,5.47912034,101.5865193,12.97279851
1/1/2022 1:08,Buy,34022.79676,64.54516395,8.66216047,409.2701636,4.377016155,111.7818936,9.179562614
1/1/2022 1:09,Sell,34522.52396,49.68231704,11.40504271,505.1945396,5.467346022,87.79882843,12.76436378
1/1/2022 1:10,Buy,35090.7354,47.63359636,9.791020723,572.9090562,4.697608102,90.58454325,12.97356495
1/1/2022 1:11,Buy,35599.9347,58.0787182,6.480655881,512.8982911,3.698991652,102.5471554,10.08555944
1/1/2022 1:12,Sell,36207.79701,51.04389476,11.29134776,613.9400685,6.077762632,81.75920448,11.00359951
1/1/2022 1:13,Sell,36581.98199,60.44194011,8.251580875,376.517418,2.33243869,94.21291487,9.887801053
1/1/2022 1:14,Buy,37116.72628,55.7357611,11.53377946,540.2341641,5.489873112,90.75106927,11.076874
1/1/2022 1:15,Sell,37542.99133,46.40786231,11.16668742,431.5189909,5.253936785,103.2952244,10.9666837
1/1/2022 1:16,Buy,37951.1753,66.4385693,9.166132325,412.9202851,4.736314523,95.74184134,9.752700748
1/1/2022 1:17,Buy,38389.91736,26.87296509,7.796022827,442.1150335,3.372979928,120.0814928,11.00993996
1/1/2022 1:18,Buy,38854.93392,43.65744968,8.439265844,468.8447468,3.828185016,109.3789137,13.44739255
1/1/2022 1:19,Buy,39355.16599,39.90884322,11.26687891,505.6165342,5.384466637,91.46761516,11.42603246
1/1/2022 1:20,Buy,39735.21745,46.76128295,7.402809459,383.4850159,3.433552354,96.12686563,10.65159923
1/1/2022 1:21,Buy,40319.71593,51.59944354,9.91490146,590.0826487,5.584171192,96.52415487,10.24953904
1/1/2022 1:22,Sell,40860.2196,50.07599682,11.50799904,546.566244,6.062568921,133.0657435,7.974653752
1/1/2022 1:23,Buy,41204.11876,62.95787712,7.09463995,346.3756314,2.47646962,84.89800356,7.945406246
1/1/2022 1:24,Sell,41846.85697,51.13832343,9.553095636,648.8252194,6.087017484,102.035397,10.64671306
1/1/2022 1:25,Buy,42530.35008,58.15228505,11.42878903,689.5889176,6.0958067,79.15567865,7.261217752
1/1/2022 1:26,Buy,43143.09238,43.04634856,11.20070346,617.8779571,5.135650073,99.93062559,8.467344802
1/1/2022 1:27,Buy,43621.1369,42.60279432,8.221521136,482.0075164,3.962996976,119.0989056,12.56302268
1/1/2022 1:28,Buy,44009.45493,52.35488474,9.426835593,392.9247378,4.606709548,95.91544568,13.82845939
1/1/2022 1:29,Buy,44608.79383,49.84722988,10.79289101,605.4451727,6.106272116,111.0455442,6.668087846
1/1/2022 1:30,Buy,45064.75848,61.37903708,8.750743917,459.6823053,3.717662424,99.33884774,13.25329912
1/1/2022 1:31,Buy,45681.01164,45.04400001,11.86315808,622.244507,5.991343463,95.77501283,9.577123418
1/1/2022 1:32,Buy,46198.26967,56.7358988,8.901490326,520.8274978,3.569467671,97.48343641,9.969989826
1/1/2022 1:33,Buy,46790.69025,51.15728937,9.69369044,597.6639036,5.243326229,94.13097355,9.773176739
1/1/2022 1:34,Sell,47318.82095,63.25308188,11.87069027,535.6366397,7.505940932,93.73941728,12.16108825
1/1/2022 1:35,Buy,47883.86193,49.52602514,11.10158713,570.6573168,5.616329319,86.69805588,6.784646842
1/1/2022 1:36,Buy,48379.16978,50.74919578,9.356493396,501.0500021,5.742158948,115.0680073,10.91232722
1/1/2022 1:37,Buy,49051.03644,61.12667078,10.7036502,678.5870494,6.720382119,96.06923604,8.110259605
1/1/2022 1:38,Sell,49558.25257,36.54517809,10.79563936,512.6912093,5.475081328,102.9377431,11.14157706
1/1/2022 1:39,Buy,50092.38626,55.6579126,11.49471481,540.1989363,6.065247453,91.23468149,13.08559268
1/1/2022 1:40,Sell,50774.9228,46.82626763,9.992771456,688.3150697,5.7785341,111.1699056,9.999165347
1/1/2022 1:41,Sell,51136.52558,43.37618582,8.430642881,365.2240939,3.621304682,97.26444222,10.74831017
1/1/2022 1:42,Buy,51504.1687,59.39072875,11.72974563,372.9515002,5.308380196,99.08967332,10.81910356
1/1/2022 1:43,Buy,52095.93448,46.49687281,8.779291708,596.9396708,5.173896158,81.71023365,8.400813001
1/1/2022 1:44,Buy,52475.3617,55.22463419,8.268237194,382.6876595,3.260436741,103.9597621,13.0232787
1/1/2022 1:45,Buy,53163.08789,67.01853334,10.55991211,694.3621186,6.635929908,118.115057,13.41293649
1/1/2022 1:46,Buy,53616.87059,61.9173035,11.0736298,458.6381019,4.855405092,91.30922414,11.40356674
1/1/2022 1:47,Sell,54037.34764,75.28601906,8.598657976,425.2545189,4.777463052,95.41770846,10.14657086
1/1/2022 1:48,Sell,54721.45149,40.17228561,12.82323977,692.2942026,8.190353681,88.61676042,9.076212369
1/1/2022 1:49,Buy,55362.52296,32.48468859,11.85766418,648.0514791,6.980013025,101.2916217,8.747019554
1/1/2022 1:50,Buy,56042.47335,53.25864417,11.13252735,686.755896,6.805505835,100.640242,13.42167317
1/1/2022 1:51,Buy,56625.9126,61.89411611,11.83609438,590.6044658,7.165211788,107.050811,12.82883009
1/1/2022 1:52,Sell,57034.94715,52.7938183,9.803977828,413.8774315,4.842885337,105.5147355,9.872677022
1/1/2022 1:53,Buy,57720.53926,24.84882217,11.00655914,691.0064953,5.414385437,91.87483954,6.840138941
1/1/2022 1:54,Buy,58186.48056,52.46175566,10.56063101,473.1996629,7.258364869,102.2494805,4.33597626
1/1/2022 1:55,Sell,58759.15382,49.75172981,12.3232644,580.2456396,7.572377784,96.71698893,7.833146679
1/1/2022 1:56,Sell,59348.09998,58.61075922,10.37841943,594.7251968,5.779037745,89.08967023,9.738759208
1/1/2022 1:57,Sell,59827.37607,35.87475168,9.826779221,484.4989907,5.222900009,98.73144127,12.80137807
1/1/2022 1:58,Buy,60381.84557,59.9938392,13.52977849,561.407937,6.93843812,138.0166021,8.696687582
1/1/2022 1:59,Sell,60968.31623,35.41440617,10.16498925,592.2206672,5.750005879,123.1517063,11.00963091
1/1/2022 2:00,Buy,61499.852,37.777988,12.04611323,537.6425531,6.106777322,101.398266,12.60636192
1/1/2022 2:01,Sell,61884.90675,24.04104514,10.50261593,390.0599209,5.005177683,117.3885721,10.25707263
1/1/2022 2:02,Buy,62410.44715,67.63641722,8.812868991,529.8238174,4.283412266,99.54616636,9.715104262
1/1/2022 2:03,Buy,63037.36169,26.15065848,11.21472975,632.6385897,5.724054043,99.46861661,7.382472972
1/1/2022 2:04,Buy,63462.67806,58.63758435,10.31055744,430.543214,5.226840538,80.50428212,7.595049384
1/1/2022 2:05,Buy,63942.40343,48.23906492,10.70375081,485.036546,5.311179937,90.39894434,10.83219927
1/1/2022 2:06,Sell,64393.39943,46.69291098,9.903454112,456.4846448,5.488643009,92.16500736,9.598184934
1/1/2022 2:07,Buy,65071.60911,63.1455567,12.78287669,684.9263728,6.716695714,101.0751903,10.24506264
1/1/2022 2:08,Buy,65633.45529,55.14935768,9.900817138,567.2294757,5.383289546,100.1398453,9.905444569
1/1/2022 2:09,Buy,66170.79265,55.83087263,8.182715599,540.7461836,3.408822361,94.21057649,11.3282881
1/1/2022 2:10,Buy,66590.71696,73.94797867,9.299954494,423.0083926,3.084083499,94.111868,8.430625177
1/1/2022 2:11,Sell,67139.05557,63.30460691,10.4261912,553.9249191,5.586315286,98.33846864,9.328838713
1/1/2022 2:12,Buy,67566.47208,77.53977866,10.05192019,432.5667339,5.150224559,86.18588349,13.79236446
1/1/2022 2:13,Buy,68064.09212,38.66092159,11.09830537,503.1830558,5.563008925,93.8736144,8.400427723
1/1/2022 2:14,Sell,68496.2716,32.10250391,10.90479712,436.4153922,4.235911948,96.1871013,9.436849138
1/1/2022 2:15,Buy,69058.51027,50.80531395,9.853052892,567.6433295,5.404661728,87.51051067,8.821226596
1/1/2022 2:16,Buy,69610.37558,52.52251224,10.935736,557.6590817,5.793770449,96.69762107,10.88956272
1/1/2022 2:17,Sell,70084.67579,52.49133734,10.25745823,479.1701244,4.869912426,91.65192836,12.04478464
1/1/2022 2:18,Sell,70617.47591,56.63088498,11.47592494,539.6006713,6.800552228,112.3538239,9.003576763
1/1/2022 2:19,Sell,71004.11638,52.54389819,8.504591172,390.6938491,4.053379262,97.56196203,9.137171318
1/1/2022 2:20,Sell,71352.96313,48.23029476,8.062777216,350.8742407,2.027496445,98.10454332,9.442036789
1/1/2022 2:21,Buy,71892.73546,55.46064702,8.782535284,543.9391701,4.166833566,104.2802811,11.05966757
1/1/2022 2:22,Buy,72402.71738,48.32407936,13.10420058,516.6673495,6.685432832,105.5696832,8.521209395
1/1/2022 2:23,Sell,72961.75665,56.43488313,8.152147691,563.5031437,4.463870975,82.63758196,9.248080068
1/1/2022 2:24,Buy,73691.92349,62.28679747,13.44120545,738.3144775,8.147642228,96.23215891,5.255612257
1/1/2022 2:25,Buy,74280.69533,27.00460107,11.28917519,594.4479487,5.676106752,90.90967674,7.236509981
1/1/2022 2:26,Buy,74685.49569,47.07298861,9.372325877,408.7177775,3.917419481,98.54829756,9.775112488
1/1/2022 2:27,Buy,75291.21443,56.44391084,10.10775853,611.7016288,5.982883505,94.63667479,11.79572835
1/1/2022 2:28,Sell,75654.71822,39.93246033,8.572184531,368.4092589,4.905477549,101.5706946,10.59015157
1/1/2022 2:29,Buy,76104.21418,66.8351833,8.530796694,453.8415395,4.345573567,90.19540754,7.802463087
1/1/2022 2:30,Buy,76592.49158,59.93131762,10.95142157,493.1758395,4.898439112,94.32232758,7.199487584
1/1/2022 2:31,Buy,77258.64332,54.72919074,11.45823193,671.3342722,5.182539224,94.08840331,10.34936019
1/1/2022 2:32,Sell,77679.7059,38.56736243,8.87519945,425.5245178,4.46193569,110.8259137,6.694392715
1/1/2022 2:33,Sell,78092.35744,42.56339971,11.72156031,417.3561461,4.704603968,103.6800366,12.13185364
1/1/2022 2:34,Sell,78577.37149,47.43986499,9.933621485,490.1547476,5.140693056,103.6888871,10.12779238
1/1/2022 2:35,Sell,79005.28925,59.4447113,11.54385406,433.6521714,5.734417975,97.13681719,6.785359682
1/1/2022 2:36,Sell,79611.77103,57.91132605,11.17566847,612.6635922,6.181807277,96.15282148,8.068092282
1/1/2022 2:37,Sell,79999.55884,66.34622232,9.001582348,392.0068492,4.219045948,105.6100289,8.551377362
1/1/2022 2:38,Buy,80379.31093,48.6977363,11.44921224,385.2531348,5.501035358,107.7743393,8.45361498
1/1/2022 2:39,Buy,80832.51676,39.71062839,9.286756446,456.2179955,3.012165766,100.1514679,7.020133984
1/1/2022 2:40,Sell,81278.66738,50.08541872,10.1888669,450.1967549,4.046142202,111.4164795,8.250674956
1/1/2022 2:41,Sell,81963.26489,36.668706,13.36643831,692.9532054,8.355690806,112.7415503,8.631196888
